Bt0,Bt1,Bt2,Bt3,Sector
-62,-53,-72,-80,12
-65,-53,-68,-75,12
-62,-53,-73,-79,12
-55,-53,-72,-79,12
-54,-53,-72,-80,12
-65,-53,-69,-75,12
-65,-53,-72,-80,12
-62,-53,-68,-80,12
-62,-53,-72,-80,12
-62,-51,-69,-75,12
-65,-53,-69,-82,12
-59,-52,-72,-83,12
-55,-52,-72,-75,12
-55,-52,-63,-80,12
-54,-52,-72,-80,12
-62,-53,-63,-80,12
-62,-52,-72,-75,12
-62,-53,-72,-79,12
-66,-52,-69,-80,12
-66,-52,-63,-75,12
-55,-53,-64,-76,12
-53,-53,-69,-80,12
-65,-53,-63,-80,12
-62,-53,-72,-80,12
-66,-53,-63,-79,12
-55,-52,-63,-79,12
-62,-52,-64,-75,12
-62,-53,-64,-75,12
-66,-53,-63,-75,12
-55,-51,-69,-75,12
-65,-52,-63,-81,12
-55,-52,-72,-75,12
-56,-52,-72,-75,12
-62,-52,-63,-75,12
-62,-53,-72,-80,12
-65,-52,-63,-75,12
-66,-53,-72,-75,12
-62,-53,-72,-75,12
-55,-53,-72,-81,12
-55,-53,-63,-80,12
-66,-52,-64,-75,12
-65,-53,-72,-81,12
-62,-53,-64,-80,12
-55,-53,-64,-80,12
-62,-53,-69,-80,12
-65,-52,-63,-75,12
-65,-53,-63,-75,12
-66,-53,-63,-75,12
-65,-53,-72,-75,12
-55,-53,-69,-80,12
-62,-53,-72,-80,12
-66,-53,-63,-75,12
-55,-53,-72,-75,12
-66,-53,-63,-75,12
-62,-53,-72,-75,12
-65,-53,-63,-79,12
-66,-53,-63,-80,12
-55,-53,-73,-75,12
-66,-53,-73,-80,12
-65,-53,-64,-80,12
-66,-53,-73,-75,12
-55,-52,-64,-75,12
-55,-53,-72,-75,12
-66,-53,-72,-75,12
-62,-53,-63,-81,12
-66,-52,-73,-80,12
-66,-53,-72,-81,12
-66,-53,-72,-75,12
-65,-53,-72,-75,12
-55,-53,-64,-80,12
-61,-53,-72,-80,12
-66,-52,-73,-75,12
-62,-51,-64,-80,12
-55,-52,-64,-80,12
-66,-53,-63,-80,12
-66,-53,-68,-75,12
-66,-53,-64,-80,12
-62,-53,-72,-75,12
-55,-52,-63,-82,12
-55,-52,-68,-75,12
-55,-52,-69,-75,12
-66,-53,-69,-82,12
-55,-52,-64,-75,12
-66,-52,-64,-75,12
-66,-52,-64,-83,12
-65,-53,-69,-82,12
-55,-53,-64,-81,12
-66,-52,-64,-83,12
-55,-52,-63,-75,12
-66,-53,-72,-75,12
-55,-53,-73,-75,12
-55,-53,-73,-75,12
-66,-53,-64,-81,12
-65,-53,-64,-75,12
-66,-53,-64,-81,12
-66,-53,-69,-83,12
-55,-52,-72,-75,12
-62,-53,-64,-81,12
-55,-53,-68,-75,12
-55,-53,-72,-82,12
-55,-53,-68,-75,12
-55,-53,-72,-75,12
-66,-53,-72,-81,12
-66,-52,-72,-82,12
-62,-52,-63,-75,12
-62,-53,-72,-75,12
-62,-52,-72,-81,12
-66,-52,-72,-80,12
-65,-53,-64,-75,12
-66,-53,-72,-83,12
-62,-53,-63,-83,12
-62,-53,-64,-75,12
-65,-53,-72,-75,12
-66,-53,-72,-75,12
-62,-53,-72,-74,12
-55,-53,-69,-74,12
-55,-53,-63,-81,12
-62,-53,-63,-75,12
-62,-52,-68,-74,12
-55,-53,-68,-75,12
-62,-52,-63,-74,12
-61,-52,-68,-74,12
-62,-53,-63,-75,12
-66,-52,-64,-75,12
-66,-52,-72,-82,12
-61,-53,-69,-82,12
-62,-53,-72,-75,12
-66,-52,-69,-74,12
-55,-52,-63,-75,12
-66,-53,-63,-81,12
-66,-53,-63,-75,12
-65,-53,-63,-75,12
-55,-52,-63,-80,12
-66,-52,-68,-80,12
-62,-52,-72,-74,12
-62,-52,-64,-81,12
-66,-52,-63,-81,12
-62,-52,-73,-82,12
-54,-53,-68,-74,12
-54,-53,-68,-81,12
-65,-53,-72,-74,12
-66,-54,-63,-74,12
-66,-53,-72,-75,12
-54,-53,-72,-75,12
-65,-52,-63,-80,12
-55,-53,-64,-82,12
-65,-51,-63,-81,12
-61,-52,-68,-83,12
-62,-53,-72,-82,12
-65,-52,-72,-75,12
-62,-53,-64,-81,12
-62,-53,-72,-80,12
-55,-53,-72,-82,12
-66,-53,-68,-75,12
-55,-52,-72,-82,12
-66,-53,-68,-81,12
-55,-53,-72,-81,12
-55,-53,-72,-82,12
-66,-53,-63,-81,12
-55,-53,-72,-82,12
-55,-53,-64,-81,12
-61,-53,-72,-74,12
-54,-53,-72,-74,12
-62,-53,-72,-82,12
-66,-52,-73,-83,12
-61,-52,-69,-82,12
-66,-53,-64,-81,12
-65,-53,-72,-75,12
-65,-52,-63,-74,12
-66,-52,-63,-74,12
-62,-52,-64,-80,12
-61,-53,-72,-81,12
-55,-53,-72,-74,12
-55,-53,-63,-81,12
-65,-53,-69,-82,12
-62,-53,-72,-74,12
-65,-53,-63,-74,12
-55,-53,-72,-74,12
-66,-53,-72,-82,12
-66,-52,-64,-83,12
-66,-53,-72,-74,12
-65,-53,-72,-74,12
-55,-52,-72,-74,12
-55,-53,-72,-75,12
-55,-52,-64,-74,12
-55,-53,-69,-75,12
-55,-53,-72,-75,12
-55,-53,-69,-75,12
-66,-52,-69,-82,12
-55,-53,-63,-74,12
-56,-52,-64,-83,12
-65,-52,-69,-73,12
-65,-52,-69,-80,12
-65,-52,-63,-75,12
-66,-53,-64,-82,12
-62,-53,-69,-81,12
-66,-53,-69,-80,12
-66,-53,-72,-74,12
-65,-53,-73,-75,12
-55,-53,-69,-75,12
-65,-53,-64,-74,12
-55,-52,-70,-81,12
-55,-53,-63,-74,12
-65,-53,-63,-83,12
-55,-53,-69,-81,12
-62,-53,-64,-80,12
-66,-53,-63,-75,12
-61,-53,-64,-81,12
-66,-53,-69,-75,12
-61,-53,-64,-75,12
-66,-52,-69,-75,12
-61,-53,-73,-74,12
-66,-52,-72,-81,12
-66,-52,-69,-81,12
-55,-51,-64,-75,12
-66,-53,-64,-86,12
-55,-53,-72,-80,12
-61,-52,-72,-74,12
-55,-53,-72,-75,12
-62,-53,-72,-74,12
-65,-53,-64,-80,12
-61,-53,-69,-74,12
-66,-52,-72,-74,12
-55,-52,-63,-80,12
-66,-53,-63,-74,12
-66,-53,-72,-74,12
-66,-53,-63,-74,12
-65,-53,-69,-81,12
-66,-51,-64,-75,12
-61,-53,-72,-80,12
-55,-53,-69,-74,12
-54,-52,-71,-80,12
-65,-52,-64,-81,12
-62,-53,-69,-82,12
-55,-53,-63,-74,12
-54,-52,-69,-81,12
-54,-52,-63,-74,12
-54,-52,-72,-83,12
-54,-53,-72,-82,12
-55,-52,-69,-74,12
-54,-53,-63,-74,12
-54,-53,-72,-81,12
-66,-53,-72,-74,12
-66,-53,-73,-74,12
-65,-53,-73,-81,12
-54,-53,-69,-74,12
-65,-52,-69,-74,12
-66,-53,-64,-83,12
-66,-52,-73,-83,12
-55,-53,-72,-80,12
-55,-52,-72,-74,12
-62,-53,-72,-75,12
-65,-52,-64,-84,12
-62,-53,-69,-80,12
-66,-53,-72,-74,12
-55,-52,-69,-80,12
-66,-52,-64,-81,12
-55,-52,-64,-81,12
-55,-53,-69,-81,12
-62,-52,-64,-74,12
-55,-52,-69,-83,12
-55,-53,-69,-74,12
-54,-53,-72,-80,12
-55,-53,-72,-81,12
-66,-53,-64,-75,12
-65,-53,-64,-74,12
-65,-53,-64,-83,12
-62,-53,-69,-81,12
-62,-52,-63,-83,12
-55,-53,-69,-74,12
-66,-52,-64,-75,12
-66,-53,-69,-83,12
-65,-53,-69,-81,12
-66,-52,-64,-74,12
-66,-53,-69,-81,12
-55,-52,-64,-74,12
-55,-51,-72,-75,12
-66,-53,-69,-75,12
-55,-52,-69,-75,12
-66,-51,-64,-75,12
-55,-52,-69,-81,12
-66,-53,-64,-80,12
-62,-53,-72,-75,12
-65,-52,-69,-75,12
-61,-52,-64,-82,12
-66,-52,-72,-75,12
-66,-53,-72,-81,12
-55,-53,-72,-81,12
-61,-52,-72,-75,12
-62,-52,-64,-74,12
-66,-53,-69,-81,12
-66,-53,-64,-81,12
-55,-52,-73,-74,12
-62,-52,-64,-74,12
-62,-52,-64,-74,12
-55,-52,-64,-74,12
-65,-54,-64,-74,12
-55,-53,-69,-82,12
-65,-53,-72,-74,12
-55,-54,-69,-81,12
-65,-53,-69,-84,12
-55,-53,-72,-73,12
-65,-53,-63,-75,12
-55,-53,-72,-74,12
-55,-53,-72,-81,12
-55,-52,-64,-80,12
-55,-52,-64,-81,12
-61,-52,-64,-74,12
-61,-53,-64,-73,12
-66,-53,-64,-81,12
-55,-53,-69,-74,12
-66,-52,-69,-74,12
-66,-52,-64,-74,12
-55,-53,-64,-81,12
-66,-53,-64,-74,12
-66,-52,-71,-81,12
-55,-52,-72,-80,12
-55,-53,-64,-83,12
-61,-52,-69,-83,12
-66,-53,-69,-74,12
-55,-53,-64,-81,12
-62,-52,-69,-81,12
-66,-51,-64,-75,12
-67,-53,-64,-81,12
-66,-53,-70,-74,12
-55,-53,-71,-81,12
-55,-52,-69,-74,12
-55,-53,-69,-81,12
-55,-52,-72,-75,12
-66,-53,-64,-81,12
-66,-53,-64,-74,12
-66,-53,-69,-83,12
-66,-53,-72,-81,12
-66,-53,-69,-81,12
-62,-53,-64,-81,12
-55,-53,-64,-81,12
-55,-51,-72,-74,12
-55,-53,-72,-74,12
-66,-53,-69,-82,12
-55,-53,-72,-81,12
-66,-53,-72,-74,12
-66,-53,-72,-74,12
-66,-53,-63,-75,12
-55,-52,-69,-80,12
-55,-52,-72,-74,12
-55,-52,-69,-75,12
-61,-53,-72,-75,12
-65,-53,-64,-75,12
-55,-52,-64,-81,12
-66,-52,-72,-75,12
-66,-52,-64,-75,12
-65,-53,-71,-74,12
-66,-52,-72,-81,12
-55,-53,-64,-74,12
-55,-52,-72,-79,12
-66,-53,-69,-80,12
-65,-52,-64,-81,12
-62,-53,-63,-82,12
-55,-51,-64,-81,12
-55,-52,-69,-82,12
-66,-52,-69,-80,12
-55,-52,-71,-74,12
-66,-53,-64,-81,12
-54,-52,-64,-74,12
-66,-52,-64,-74,12
-65,-53,-64,-74,12
-55,-52,-63,-80,12
-66,-53,-69,-81,12
-65,-52,-69,-75,12
-61,-53,-72,-75,12
-66,-52,-71,-79,12
-62,-53,-69,-81,12
-65,-52,-63,-82,12
-66,-52,-69,-74,12
-65,-53,-64,-81,12
-66,-52,-63,-74,12
-66,-53,-64,-74,12
-66,-53,-72,-74,12
-55,-53,-72,-81,12
-55,-53,-72,-74,12
-55,-53,-72,-82,12
-66,-53,-71,-74,12
-65,-53,-64,-74,12
-65,-53,-72,-74,12
-61,-52,-72,-81,12
-61,-53,-69,-80,12
-66,-53,-64,-80,12
-66,-52,-64,-81,12
-55,-53,-69,-81,12
-61,-53,-72,-74,12
-62,-53,-64,-74,12
-55,-53,-64,-80,12
-55,-53,-64,-74,12
-66,-53,-64,-82,12
-65,-53,-64,-74,12
-55,-52,-69,-75,12
-62,-51,-64,-75,12
-67,-53,-72,-75,12
-55,-53,-69,-81,12
-55,-52,-69,-74,12
-66,-52,-69,-81,12
-66,-53,-64,-74,12
-55,-52,-64,-74,12
-61,-53,-72,-82,12
-62,-53,-72,-82,12
-54,-52,-69,-82,12
-69,-59,-65,-71,13
-71,-53,-65,-72,13
-71,-55,-66,-72,13
-53,-53,-61,-71,13
-59,-55,-59,-71,13
-52,-53,-61,-79,13
-70,-58,-61,-79,13
-53,-59,-59,-72,13
-71,-53,-58,-71,13
-53,-55,-61,-74,13
-59,-55,-65,-79,13
-71,-53,-65,-72,13
-71,-59,-62,-72,13
-53,-53,-62,-72,13
-53,-56,-62,-71,13
-53,-59,-62,-71,13
-53,-53,-62,-72,13
-71,-55,-62,-78,13
-53,-59,-62,-77,13
-53,-53,-65,-71,13
-72,-56,-62,-72,13
-71,-59,-62,-71,13
-71,-53,-59,-72,13
-71,-56,-62,-72,13
-71,-53,-65,-72,13
-57,-59,-62,-79,13
-71,-59,-62,-71,13
-71,-59,-60,-71,13
-71,-54,-66,-71,13
-53,-59,-66,-71,13
-71,-55,-65,-72,13
-71,-59,-60,-72,13
-72,-53,-65,-71,13
-53,-56,-60,-71,13
-53,-53,-59,-78,13
-53,-59,-60,-71,13
-53,-53,-60,-71,13
-70,-59,-60,-78,13
-71,-53,-62,-77,13
-71,-59,-66,-72,13
-53,-53,-62,-72,13
-58,-56,-62,-79,13
-71,-55,-66,-71,13
-70,-56,-60,-79,13
-53,-53,-59,-71,13
-58,-58,-61,-72,13
-70,-55,-61,-71,13
-70,-58,-59,-73,13
-58,-55,-61,-79,13
-58,-58,-61,-73,13
-70,-58,-61,-80,13
-58,-58,-60,-79,13
-52,-55,-66,-73,13
-53,-58,-66,-71,13
-58,-54,-61,-71,13
-69,-54,-61,-79,13
-52,-54,-59,-71,13
-52,-54,-61,-72,13
-69,-55,-66,-72,13
-52,-54,-65,-71,13
-58,-59,-65,-72,13
-68,-58,-59,-77,13
-52,-56,-65,-77,13
-51,-57,-59,-76,13
-66,-56,-65,-71,13
-59,-56,-65,-77,13
-59,-59,-65,-72,13
-59,-59,-62,-72,13
-59,-54,-65,-72,13
-51,-54,-65,-77,13
-59,-59,-61,-73,13
-65,-58,-59,-72,13
-59,-54,-65,-73,13
-65,-54,-61,-73,13
-65,-54,-65,-73,13
-65,-59,-65,-73,13
-51,-58,-65,-73,13
-52,-58,-65,-74,13
-52,-57,-65,-77,13
-65,-59,-65,-74,13
-52,-54,-59,-74,13
-60,-54,-59,-76,13
-65,-58,-58,-74,13
-52,-57,-65,-74,13
-52,-58,-61,-77,13
-52,-57,-59,-74,13
-61,-57,-65,-74,13
-61,-58,-61,-76,13
-52,-57,-59,-74,13
-65,-56,-59,-74,13
-53,-54,-61,-74,13
-53,-54,-59,-75,13
-65,-57,-59,-76,13
-53,-57,-64,-74,13
-65,-57,-65,-77,13
-53,-57,-65,-74,13
-61,-56,-65,-74,13
-66,-57,-65,-77,13
-61,-54,-64,-76,13
-65,-55,-65,-74,13
-66,-55,-61,-76,13
-66,-58,-65,-74,13
-66,-54,-61,-76,13
-65,-54,-65,-77,13
-53,-58,-61,-74,13
-61,-54,-64,-76,13
-62,-54,-65,-76,13
-53,-54,-61,-74,13
-53,-54,-59,-74,13
-52,-54,-59,-75,13
-65,-57,-59,-74,13
-53,-54,-61,-76,13
-65,-58,-65,-74,13
-65,-54,-61,-77,13
-66,-54,-65,-73,13
-53,-58,-59,-73,13
-65,-57,-65,-77,13
-62,-54,-61,-77,13
-65,-58,-64,-76,13
-53,-54,-61,-73,13
-62,-54,-61,-77,13
-62,-54,-59,-72,13
-66,-58,-59,-73,13
-65,-58,-65,-76,13
-65,-56,-65,-76,13
-61,-56,-61,-74,13
-65,-56,-61,-77,13
-65,-54,-65,-74,13
-66,-56,-65,-74,13
-65,-57,-59,-77,13
-53,-56,-59,-73,13
-65,-58,-61,-74,13
-65,-57,-59,-74,13
-52,-58,-61,-74,13
-62,-54,-65,-76,13
-62,-54,-59,-74,13
-52,-54,-61,-74,13
-65,-58,-61,-74,13
-52,-58,-61,-77,13
-66,-57,-65,-76,13
-52,-57,-59,-74,13
-52,-57,-61,-74,13
-65,-58,-59,-73,13
-66,-57,-65,-74,13
-66,-58,-59,-74,13
-61,-54,-61,-74,13
-52,-58,-65,-73,13
-52,-58,-61,-76,13
-66,-56,-65,-74,13
-66,-54,-61,-75,13
-62,-58,-59,-74,13
-53,-54,-61,-73,13
-52,-54,-61,-73,13
-61,-57,-65,-73,13
-65,-56,-59,-72,13
-52,-57,-61,-76,13
-53,-58,-59,-77,13
-65,-58,-61,-73,13
-66,-58,-61,-74,13
-52,-54,-61,-76,13
-61,-54,-65,-76,13
-65,-58,-59,-76,13
-61,-54,-65,-74,13
-66,-54,-59,-73,13
-53,-54,-62,-73,13
-66,-57,-62,-75,13
-53,-54,-62,-76,13
-66,-57,-62,-73,13
-61,-58,-65,-76,13
-62,-58,-64,-74,13
-53,-57,-62,-73,13
-53,-54,-59,-74,13
-65,-54,-59,-76,13
-65,-57,-64,-76,13
-65,-58,-62,-72,13
-65,-55,-63,-72,13
-65,-54,-59,-75,13
-53,-54,-62,-72,13
-62,-58,-57,-72,13
-66,-57,-65,-72,13
-61,-57,-65,-73,13
-66,-57,-60,-73,13
-66,-57,-58,-76,13
-66,-58,-65,-72,13
-66,-57,-58,-74,13
-66,-57,-60,-75,13
-53,-57,-58,-72,13
-53,-57,-60,-72,13
-53,-54,-57,-75,13
-61,-57,-61,-75,13
-62,-57,-65,-73,13
-67,-57,-60,-72,13
-66,-57,-65,-73,13
-62,-54,-65,-75,13
-65,-54,-65,-75,13
-66,-54,-58,-73,13
-62,-57,-65,-72,13
-66,-56,-60,-71,13
-53,-54,-65,-72,13
-53,-54,-58,-72,13
-66,-57,-60,-72,13
-62,-57,-65,-72,13
-53,-57,-58,-74,13
-65,-54,-58,-75,13
-65,-57,-60,-73,13
-65,-54,-60,-74,13
-65,-57,-65,-73,13
-66,-55,-58,-72,13
-66,-58,-65,-73,13
-65,-57,-58,-74,13
-66,-54,-58,-76,13
-53,-54,-65,-74,13
-66,-58,-65,-74,13
-65,-58,-61,-74,13
-67,-54,-60,-78,13
-64,-54,-61,-76,13
-53,-57,-65,-73,13
-53,-58,-60,-77,13
-53,-54,-65,-74,13
-66,-54,-61,-73,13
-52,-57,-65,-74,13
-61,-56,-58,-73,13
-63,-54,-58,-73,13
-63,-58,-65,-72,13
-53,-58,-58,-73,13
-64,-54,-58,-74,13
-64,-54,-58,-74,13
-64,-57,-65,-74,13
-53,-54,-60,-74,13
-62,-54,-60,-72,13
-53,-54,-58,-75,13
-64,-58,-61,-75,13
-53,-58,-60,-75,13
-53,-54,-60,-74,13
-53,-58,-61,-73,13
-64,-57,-60,-72,13
-53,-54,-58,-73,13
-53,-54,-65,-73,13
-65,-58,-58,-75,13
-53,-54,-61,-75,13
-65,-54,-65,-74,13
-62,-54,-59,-73,13
-53,-54,-65,-74,13
-65,-54,-65,-73,13
-64,-57,-66,-75,13
-53,-57,-60,-72,13
-64,-57,-64,-73,13
-65,-54,-59,-72,13
-53,-57,-65,-73,13
-62,-56,-60,-76,13
-62,-54,-61,-76,13
-62,-57,-61,-73,13
-62,-57,-61,-73,13
-53,-54,-58,-74,13
-65,-57,-58,-76,13
-62,-58,-61,-74,13
-53,-57,-66,-73,13
-65,-54,-65,-73,13
-65,-57,-58,-72,13
-63,-58,-58,-75,13
-65,-54,-58,-75,13
-65,-57,-61,-73,13
-53,-54,-58,-73,13
-62,-57,-66,-73,13
-65,-57,-61,-76,13
-62,-57,-61,-73,13
-65,-54,-65,-72,13
-65,-57,-65,-73,13
-63,-57,-60,-73,13
-63,-57,-60,-76,13
-64,-57,-65,-73,13
-62,-58,-60,-73,13
-53,-58,-61,-73,13
-62,-57,-59,-73,13
-65,-54,-61,-72,13
-65,-54,-61,-75,13
-66,-57,-65,-74,13
-53,-57,-61,-73,13
-62,-54,-61,-73,13
-53,-54,-65,-73,13
-53,-58,-61,-72,13
-65,-54,-58,-72,13
-62,-54,-58,-74,13
-62,-58,-61,-75,13
-53,-54,-65,-74,13
-62,-54,-61,-73,13
-53,-54,-65,-76,13
-65,-57,-65,-73,13
-53,-58,-65,-74,13
-66,-57,-61,-72,13
-66,-54,-61,-73,13
-62,-54,-61,-73,13
-65,-54,-61,-72,13
-53,-57,-61,-75,13
-53,-54,-61,-72,13
-65,-57,-65,-76,13
-62,-57,-61,-76,13
-53,-57,-65,-74,13
-65,-57,-61,-73,13
-62,-54,-65,-73,13
-66,-55,-58,-76,13
-66,-54,-61,-73,13
-62,-57,-65,-74,13
-62,-57,-61,-75,13
-53,-54,-61,-74,13
-65,-57,-58,-73,13
-62,-58,-58,-74,13
-62,-58,-61,-75,13
-62,-56,-61,-75,13
-62,-57,-61,-75,13
-62,-57,-58,-75,13
-62,-58,-61,-75,13
-62,-57,-61,-73,13
-62,-58,-61,-73,13
-53,-54,-65,-73,13
-62,-57,-65,-73,13
-53,-57,-58,-73,13
-66,-57,-58,-72,13
-53,-57,-65,-74,13
-66,-57,-61,-73,13
-65,-57,-60,-74,13
-64,-54,-60,-73,13
-65,-57,-60,-72,13
-53,-54,-60,-74,13
-66,-57,-65,-73,13
-61,-57,-60,-73,13
-53,-57,-61,-75,13
-62,-57,-65,-73,13
-66,-56,-58,-74,13
-53,-54,-64,-74,13
-65,-54,-64,-74,13
-65,-54,-60,-70,13
-53,-54,-64,-71,13
-66,-54,-59,-76,13
-62,-56,-62,-72,13
-65,-54,-59,-74,13
-65,-57,-62,-73,13
-65,-57,-64,-73,13
-61,-57,-59,-75,13
-65,-57,-59,-73,13
-53,-54,-64,-72,13
-65,-57,-61,-74,13
-65,-54,-59,-74,13
-60,-56,-64,-74,13
-53,-56,-61,-70,13
-53,-54,-61,-72,13
-65,-57,-64,-75,13
-65,-56,-64,-74,13
-61,-57,-59,-74,13
-65,-56,-64,-73,13
-54,-54,-64,-72,13
-54,-54,-61,-74,13
-61,-54,-59,-74,13
-65,-54,-59,-74,13
-61,-57,-60,-74,13
-53,-54,-64,-74,13
-53,-54,-61,-73,13
-65,-57,-61,-73,13
-66,-54,-65,-75,13
-65,-54,-65,-75,13
-53,-58,-61,-74,13
-65,-57,-61,-72,13
-61,-54,-64,-74,13
-61,-54,-59,-74,13
-66,-54,-64,-75,13
-66,-53,-61,-75,13
-53,-54,-58,-74,13
-65,-54,-64,-74,13
-53,-55,-62,-74,13
-53,-54,-61,-74,13
-53,-57,-61,-72,13
-53,-57,-61,-73,13
-60,-57,-61,-74,13
-61,-57,-58,-74,13
-66,-56,-61,-74,13
-53,-54,-61,-73,13
-65,-54,-59,-74,13
-53,-54,-65,-72,13
-53,-54,-61,-72,13
-66,-58,-65,-72,13
-61,-58,-61,-74,13
-65,-56,-65,-77,13
-53,-58,-65,-74,13
-65,-57,-61,-77,13
-60,-54,-64,-73,13
-65,-54,-64,-72,13
-53,-57,-64,-72,13
-60,-57,-65,-74,13
-60,-57,-64,-74,13
-53,-56,-59,-74,13
-65,-54,-64,-72,13
-65,-54,-59,-75,13
-65,-54,-61,-74,13
-53,-57,-61,-73,13
-61,-54,-64,-73,13
-53,-57,-59,-73,13
-65,-54,-59,-75,13
-53,-57,-65,-73,13
-53,-58,-62,-74,13
-61,-54,-61,-73,13
-65,-54,-61,-72,13
-53,-57,-61,-75,13
-60,-57,-64,-75,13
-53,-54,-64,-74,13
-65,-57,-62,-75,13
-60,-56,-61,-73,13
-53,-57,-61,-74,13
-60,-57,-61,-74,13
-52,-54,-64,-75,13
-60,-57,-64,-74,13
-65,-57,-61,-74,13
-65,-57,-61,-76,13
-53,-57,-64,-74,13
-53,-57,-64,-72,13
-53,-54,-59,-77,13
-65,-56,-61,-72,13
-65,-57,-64,-74,13
-60,-57,-61,-73,13
-60,-54,-59,-77,13
-60,-57,-64,-74,13
-53,-58,-64,-75,13
-61,-54,-65,-74,13
-66,-58,-65,-78,13
-53,-58,-61,-74,13
-53,-57,-57,-74,13
-53,-57,-65,-72,13
-64,-57,-61,-73,13
-51,-57,-58,-73,13
-53,-58,-58,-75,13
-52,-58,-61,-75,13
-65,-58,-61,-75,13
-52,-54,-64,-77,13
-65,-54,-65,-74,13
-52,-58,-59,-73,13
-65,-58,-65,-73,13
-53,-54,-61,-73,13
-52,-57,-65,-75,13
-61,-54,-65,-78,13
-52,-57,-61,-73,13
-61,-58,-61,-77,13
-66,-57,-65,-73,13
-51,-58,-65,-77,13
-66,-57,-65,-74,13
-65,-54,-65,-77,13
-61,-54,-59,-73,13
-65,-54,-59,-73,13
-53,-57,-61,-74,13
-66,-54,-65,-74,13
-53,-54,-61,-73,13
-53,-57,-65,-76,13
-65,-57,-59,-74,13
-65,-53,-59,-74,13
-65,-54,-65,-77,13
-65,-56,-65,-73,13
-65,-57,-65,-74,13
-53,-54,-61,-73,13
-53,-57,-59,-73,13
-65,-57,-65,-73,13
-65,-57,-61,-73,13
-53,-54,-65,-77,13
-53,-54,-59,-73,13
-53,-54,-58,-73,13
-53,-54,-61,-73,13
-53,-57,-57,-73,13
-65,-57,-65,-74,13
-53,-54,-59,-74,13
-62,-54,-65,-73,13
-61,-54,-60,-74,13
-66,-57,-61,-74,13
-62,-54,-59,-77,13
-53,-54,-59,-73,13
-53,-57,-59,-73,13
-53,-57,-61,-73,13
-53,-57,-65,-74,13
-53,-54,-61,-72,13
-65,-54,-59,-73,13
-53,-54,-61,-73,13
-61,-57,-65,-73,13
-60,-58,-58,-73,13
-53,-57,-58,-73,13
-61,-54,-59,-73,13
-62,-57,-61,-74,13
-65,-54,-61,-73,13
-66,-57,-65,-77,13
-53,-54,-65,-74,13
-53,-54,-61,-77,13
-62,-57,-65,-74,13
-53,-57,-61,-73,13
-51,-57,-59,-73,13
-53,-57,-65,-73,13
-66,-56,-59,-73,13
-66,-57,-61,-73,13
-62,-57,-65,-73,13
-66,-57,-65,-72,13
-65,-57,-59,-77,13
-53,-54,-59,-73,13
-52,-54,-65,-73,13
-66,-57,-65,-74,13
-53,-57,-61,-73,13
-65,-57,-65,-77,13
-53,-58,-61,-77,13
-53,-54,-59,-74,13
-61,-56,-59,-74,13
-60,-58,-61,-77,13
-64,-58,-61,-78,13
-65,-54,-65,-74,13
-65,-56,-65,-74,13
-53,-54,-65,-74,13
-53,-57,-61,-73,13
-53,-54,-61,-74,13
-53,-57,-65,-74,13
-61,-54,-65,-74,13
-61,-54,-62,-73,13
-53,-54,-65,-74,13
-65,-57,-62,-77,13
-62,-54,-62,-79,13
-65,-54,-58,-72,13
-53,-54,-65,-73,13
-65,-54,-59,-74,13
-53,-58,-59,-78,13
-53,-54,-65,-74,13
-62,-58,-65,-74,13
-61,-58,-65,-74,13
-65,-54,-62,-74,13
-53,-54,-61,-74,13
-53,-56,-61,-74,13
-65,-58,-65,-74,13
-53,-57,-59,-74,13
-65,-57,-62,-78,13
-65,-54,-61,-78,13
-61,-55,-61,-73,13
-65,-54,-59,-73,13
-65,-56,-62,-73,13
-53,-56,-61,-74,13
-53,-59,-59,-74,13
-53,-54,-61,-77,13
-65,-54,-59,-74,13
-62,-56,-65,-78,13
-65,-54,-65,-74,13
-65,-56,-65,-74,13
-53,-54,-61,-74,13
-53,-58,-65,-74,13
-52,-58,-52,-75,13
-53,-58,-65,-74,13
-53,-54,-61,-78,13
-65,-57,-59,-77,13
-53,-54,-59,-74,13
-65,-54,-65,-74,13
-53,-54,-65,-74,13
-53,-54,-59,-78,13
-53,-58,-59,-74,13
-65,-58,-65,-78,13
-53,-57,-65,-74,13
-53,-57,-65,-74,13
-62,-54,-59,-74,13
-61,-56,-65,-78,13
-65,-54,-65,-78,13
-65,-58,-61,-77,13
-53,-57,-65,-74,13
-53,-54,-65,-75,13
-65,-57,-59,-74,13
-65,-54,-65,-78,13
-53,-58,-61,-74,13
-53,-54,-62,-74,13
-65,-54,-65,-78,13
-53,-54,-58,-74,13
-62,-54,-65,-74,13
-65,-58,-59,-74,13
-65,-58,-61,-74,13
-62,-54,-59,-74,13
-62,-58,-59,-74,13
-53,-58,-61,-74,13
-62,-58,-59,-73,13
-53,-54,-58,-72,13
-65,-54,-65,-73,13
-53,-58,-62,-74,13
-65,-54,-61,-73,13
-53,-56,-65,-74,13
-53,-57,-59,-77,13
-62,-58,-65,-74,13
-65,-54,-65,-77,13
-62,-58,-61,-74,13
-53,-54,-59,-74,13
-62,-58,-65,-77,13
-65,-58,-61,-73,13
-65,-57,-65,-74,13
-53,-54,-59,-74,13
-53,-54,-65,-77,13
-65,-54,-61,-74,13
-61,-57,-61,-74,13
-62,-58,-65,-74,13
-65,-58,-61,-74,13
